0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00
4.962407933430702522e-01,5.060511115161003826e-01,4.980292617485794215e-01,4.883585870102148396e-01,4.967735675353903702e-01
4.903934882991391464e-01,5.144986392074618609e-01,4.952616690804844679e-01,4.692056178889243423e-01,4.908325342108030842e-01
4.847237752938454713e-01,5.217757701209027044e-01,4.932208358460207775e-01,4.498094320146359681e-01,4.849224356966524985e-01
4.803064452789297389e-01,5.265850899834041421e-01,4.923717974836521738e-01,4.337999224517269381e-01,4.804354874741978976e-01
4.773661779622770940e-01,5.290657756373192688e-01,4.925303160364072341e-01,4.219009876109700574e-01,4.774884252394703821e-01
4.756994830871638102e-01,5.298607823710687059e-01,4.933111666851635602e-01,4.135572910170116634e-01,4.756891100370507219e-01
4.749613689705445840e-01,5.296251056110412581e-01,4.943604468516233363e-01,4.078991412979631748e-01,4.746037690674156373e-01
4.748195099163552424e-01,5.288581726643361014e-01,4.954339563061804230e-01,4.041351377828459324e-01,4.739164381106718560e-01
4.750142084879979132e-01,5.278891203718409919e-01,4.963968395400519817e-01,4.016566574438787396e-01,4.734382002464362360e-01
4.753668891701988697e-01,5.269113658014086266e-01,4.971949457334680078e-01,4.000311195716188539e-01,4.730705587998598194e-01
4.757668065332591456e-01,5.260248659400309501e-01,4.978227018521430014e-01,3.989644050464318248e-01,4.727680354272758012e-01
4.761520313514212011e-01,5.252706287823711850e-01,4.982987641498886622e-01,3.982615172729416231e-01,4.725117056540913407e-01
4.764928507093433296e-01,5.246556876763512900e-01,4.986506401702643920e-01,3.977953493461689471e-01,4.722939400858249814e-01
4.767788933988621469e-01,5.241692541815147210e-01,4.989061354800536363e-01,3.974834680423921518e-01,4.721110432345247965e-01
4.770105468501675272e-01,5.237932084862662041e-01,4.990894197627089302e-01,3.972730040416972974e-01,4.719599156586826161e-01
4.771933840975313146e-01,5.235074042211342871e-01,4.992200135393911609e-01,3.971296846733397001e-01,4.718371598935685030e-01
4.773349451284975564e-01,5.232931255280897087e-01,4.993127285643245705e-01,3.970313370094635808e-01,4.717391102535525849e-01
4.774429487445442377e-01,5.231341599441258206e-01,4.993785320921461657e-01,3.969634771213890745e-01,4.716618924367497745e-01
4.775243686890915940e-01,5.230170964244764686e-01,4.994253813429322397e-01,3.969164192543405134e-01,4.716018407575303106e-01
4.775852548335682290e-01,5.229315637611887668e-01,4.994587599440011294e-01,3.968837559090046541e-01,4.715556769604529186e-01
4.776304053518659054e-01,5.228692769088294501e-01,4.994827806158418371e-01,3.968610465393460074e-01,4.715204804179426445e-01
4.776636647435623662e-01,5.228240965891277625e-01,4.995000957651463125e-01,3.968452513084810840e-01,4.714938967465462372e-01
4.776880728455332181e-01,5.227914332445412482e-01,4.995125829382248139e-01,3.968344330654546837e-01,4.714739887953210973e-01
4.777058946342738199e-01,5.227678298057524264e-01,4.995217322511963931e-01,3.968269526825356497e-01,4.714591174365466708e-01
