0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00
4.962405549244917613e-01,5.060510519114569394e-01,4.980289041207108247e-01,4.883652031257846859e-01,4.967785147208744201e-01
4.903921173923129206e-01,5.144998909049733893e-01,4.952600001504310345e-01,4.692151248297656840e-01,4.908406404424396907e-01
4.847212420964492341e-01,5.217786907484295300e-01,4.932179450207496152e-01,4.498184323159967746e-01,4.849312571840217467e-01
4.803031372211534755e-01,5.265892623084424962e-01,4.923680721933543225e-01,4.338068663928430491e-01,4.804435341011901173e-01
4.773625122766331219e-01,5.290704844041482779e-01,4.925263523275302813e-01,4.219058453895190852e-01,4.774952201689304787e-01
4.756958770061644470e-01,5.298656103471846013e-01,4.933073817902209335e-01,4.135603606562174850e-01,4.756945936643343087e-01
4.749580609127683206e-01,5.296295759592967167e-01,4.943570791891940264e-01,4.079010188442735441e-01,4.746080904041336535e-01
4.748166190910912965e-01,5.288620469661574619e-01,4.954310654809093162e-01,4.041362404687742216e-01,4.739198057730797387e-01
4.750117646975685615e-01,5.278923986272283653e-01,4.963945149589060746e-01,4.016572534903264935e-01,4.734407930484670346e-01
4.753649222169264998e-01,5.269140480103619018e-01,4.971931277918026915e-01,4.000314175948426754e-01,4.730725853577689710e-01
4.757652270101767611e-01,5.260270117071935703e-01,4.978213309453133895e-01,3.989645242557213756e-01,4.727696149503520240e-01
4.761507796538842485e-01,5.252722977123865933e-01,4.982977210686052594e-01,3.982616066799087862e-01,4.725128977469790770e-01
4.764918672327071447e-01,5.246569393738628184e-01,4.986498951122048662e-01,3.977953493461689471e-01,4.722948341554907836e-01
4.767781483408043974e-01,5.241702078558092559e-01,4.989056288405731565e-01,3.974834680423921518e-01,4.721116988856130514e-01
4.770099508037213831e-01,5.237939237419870775e-01,4.990890323325179456e-01,3.972729742393749097e-01,4.719603626935155449e-01
4.771929370626967204e-01,5.235078810582816100e-01,4.992197155161673394e-01,3.971296548710173124e-01,4.718375771260792106e-01
4.773346471052745121e-01,5.232934831559501454e-01,4.993125199480679122e-01,3.970313370094635808e-01,4.717393784744522978e-01
4.774427103259658023e-01,5.231343983626994820e-01,4.993784128828566704e-01,3.969634473190666868e-01,4.716621010530051561e-01
4.775242494798023762e-01,5.230173348430500191e-01,4.994252621336426889e-01,3.969163894520181257e-01,4.716019599668190843e-01
4.775851356242790113e-01,5.229316829704755420e-01,4.994587003393564095e-01,3.968837261066822664e-01,4.715557663674194711e-01
4.776303159448989644e-01,5.228693961181163363e-01,4.994827210111970617e-01,3.968609869347012320e-01,4.715205698249091970e-01
4.776636051389177573e-01,5.228241561937710946e-01,4.995000361605015926e-01,3.968452513084810840e-01,4.714939563511906240e-01
4.776880132408886093e-01,5.227914332445412482e-01,4.995125829382248139e-01,3.968344032631322960e-01,4.714740483999654841e-01
4.777058648319514877e-01,5.227678298057524264e-01,4.995217024488740054e-01,3.968269526825356497e-01,4.714591174365466708e-01
