0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00
4.962409721570040788e-01,5.060511115161003826e-01,4.980295001671584676e-01,4.883546531036598304e-01,4.967706767101375820e-01
4.903942929618414492e-01,5.144978643470975443e-01,4.952626525571230953e-01,4.691999852499932344e-01,4.908277062346078079e-01
4.847252952122832470e-01,5.217740415862438530e-01,4.932225941830413740e-01,4.498041272012511804e-01,4.849171904879465145e-01
4.803084122322021088e-01,5.265826461930244173e-01,4.923739730531861425e-01,4.337957799289152150e-01,4.804307191026469526e-01
4.773683237294832904e-01,5.290629742190791074e-01,4.925326704198754735e-01,4.218981563903433374e-01,4.774844317282965211e-01
4.757015990520477300e-01,5.298579809528286555e-01,4.933134316616646364e-01,4.135554432730236818e-01,4.756859211885760552e-01
4.749633359238169539e-01,5.296224830067314260e-01,4.943624734095453666e-01,4.078980088097124979e-01,4.746012358700292255e-01
4.748212682533714535e-01,5.288558480832432629e-01,4.954356252362339119e-01,4.041345119340757908e-01,4.739144711574071467e-01
4.750156389994686923e-01,5.278871534186085901e-01,4.963982402492039814e-01,4.016562700136877551e-01,4.734366207233599577e-01
4.753680812630912134e-01,5.269097564760366614e-01,4.971960186170737983e-01,4.000309407576845278e-01,4.730693369046499175e-01
4.757677602075729983e-01,5.260236142425194217e-01,4.978235065148473582e-01,3.989642858371422740e-01,4.727671115552877779e-01
4.761527764094789505e-01,5.252696751080766502e-01,4.982994198009810805e-01,3.982615172729416231e-01,4.725109605960364778e-01
4.764934169534671971e-01,5.246549128159869735e-01,4.986511170074225396e-01,3.977953493461689471e-01,4.722933738417033345e-01
4.767793404336967411e-01,5.241686581350807339e-01,4.989064633055998454e-01,3.974834680423921518e-01,4.721106260020140888e-01
4.770108746757129592e-01,5.237927912537623243e-01,4.990896581812880317e-01,3.972730040416972974e-01,4.719595878331385164e-01
4.771935927137874733e-01,5.235071061979172935e-01,4.992201923533254315e-01,3.971296846733397001e-01,4.718369214749909557e-01
4.773350941401091063e-01,5.232928871095160472e-01,4.993128477736141213e-01,3.970313370094635808e-01,4.717389016372972033e-01
4.774430679538335109e-01,5.231339811301956022e-01,4.993786214991133288e-01,3.969634771213890745e-01,4.716617136228166141e-01
4.775244878983808117e-01,5.230170368198330255e-01,4.994254409475770151e-01,3.969164192543405134e-01,4.716017513505637027e-01
4.775853442405351701e-01,5.229314445519019916e-01,4.994588195486459048e-01,3.968837261066822664e-01,4.715555875534863106e-01
4.776304351541881821e-01,5.228691576995426749e-01,4.994828104181642248e-01,3.968610465393460074e-01,4.715204208132982577e-01
4.776636647435623662e-01,5.228240369844843194e-01,4.995000957651463125e-01,3.968453109131258594e-01,4.714938967465462372e-01
4.776880728455332181e-01,5.227913736398978051e-01,4.995126425428695893e-01,3.968344330654546837e-01,4.714739887953210973e-01
4.777058946342738199e-01,5.227677702011089833e-01,4.995217322511963931e-01,3.968269526825356497e-01,4.714591174365466708e-01
