4.185233637690544128e-02,1.235898375511169434e+00,4.591764137148857117e-02,5.623349547386169434e-01,1.243600621819496155e-02,3.299665823578834534e-02,3.106975369155406952e-02,1.150850113481283188e-02,2.382094413042068481e-01,2.116379328072071075e-02,2.830437719821929932e-01,2.127858400344848633e-01,-5.210634320974349976e-02,6.502886861562728882e-02,2.023715339601039886e-02,5.462656021118164062e-01,3.894879519939422607e-01,1.759439124725759029e-03,4.089445769786834717e-01,1.130587141960859299e-02,1.806207597255706787e-01,4.544897470623254776e-03,7.083979249000549316e-02,8.970431052148342133e-03,2.870752010494470596e-03,5.313148722052574158e-05,8.529666662216186523e-01,2.508065104484558105e-02,7.368251085281372070e-01,2.468936145305633545e-05,7.655413937754929066e-04,2.190463840961456299e-01,2.065665274858474731e-01,1.133108809590339661e-01,8.745656907558441162e-02,3.227947512641549110e-03,5.262022837996482849e-02,2.047096192836761475e-02,6.211478114128112793e-01,2.010951982811093330e-03,1.237413194030523300e-02,8.558348752558231354e-03,2.318936884403228760e-01,1.012794077396392822e-01,1.221945285797119141e-01,1.562544726766645908e-03,1.155908778309822083e-02,9.041379392147064209e-02,1.357897184789180756e-03,3.264600038528442383e-02
4.150824248790740967e-02,1.234262824058532715e+00,4.766561836004257202e-02,5.625919699668884277e-01,1.209101267158985138e-02,3.228352591395378113e-02,2.972573414444923401e-02,1.202489435672760010e-02,2.591428756713867188e-01,2.116379328072071075e-02,2.868438363075256348e-01,2.135331779718399048e-01,-5.278103053569793701e-02,6.487736850976943970e-02,2.023715339601039886e-02,5.463187098503112793e-01,3.890594840049743652e-01,1.759439124725759029e-03,4.089445769786834717e-01,1.063086651265621185e-02,1.826027482748031616e-01,4.706263542175292969e-03,7.065299898386001587e-02,9.149066172540187836e-03,3.027683123946189880e-03,7.946458936203271151e-05,8.496073484420776367e-01,2.661744691431522369e-02,7.361764311790466309e-01,2.385552041232585907e-02,7.655413937754929066e-04,2.190463840961456299e-01,2.071022391319274902e-01,1.132569611072540283e-01,8.698435872793197632e-02,3.227947512641549110e-03,5.247633904218673706e-02,2.047096192836761475e-02,6.193999052047729492e-01,2.010951982811093330e-03,1.237907167524099350e-02,8.242746815085411072e-03,2.318966537714004517e-01,1.012985259294509888e-01,1.221945285797119141e-01,1.535493414849042892e-03,1.158201042562723160e-02,9.039713442325592041e-02,1.509363879449665546e-03,3.640121594071388245e-02
4.115968197584152222e-02,1.232640266418457031e+00,4.940158873796463013e-02,5.628499388694763184e-01,1.175087783485651016e-02,3.157539293169975281e-02,2.839566208422183990e-02,1.254144869744777679e-02,2.800766229629516602e-01,2.116379328072071075e-02,2.906177639961242676e-01,2.142826318740844727e-01,-5.345124006271362305e-02,6.472832709550857544e-02,2.023715339601039886e-02,5.463709831237792969e-01,3.886338174343109131e-01,1.759439124725759029e-03,4.089445769786834717e-01,9.960729628801345825e-03,1.845719963312149048e-01,4.868719261139631271e-03,7.046837359666824341e-02,9.326071478426456451e-03,3.183393739163875580e-03,1.061861694324761629e-04,8.462715148925781250e-01,2.814407646656036377e-02,7.355318665504455566e-01,2.397207729518413544e-02,7.655413937754929066e-04,2.190463840961456299e-01,2.076335400342941284e-01,1.132033318281173706e-01,8.651532977819442749e-02,3.227947512641549110e-03,4.992392286658287048e-02,2.166406251490116119e-02,6.176584959030151367e-01,2.010951982811093330e-03,1.238187868148088455e-02,7.927590981125831604e-03,2.319005876779556274e-01,1.013173758983612061e-01,1.072944179177284241e-01,1.508665736764669418e-03,1.160484179854393005e-02,9.038096666336059570e-02,1.659583649598062038e-03,3.636089712381362915e-02
4.080667346715927124e-02,1.231030583381652832e+00,2.045250125229358673e-02,5.927737951278686523e-01,1.141558960080146790e-02,3.087224438786506653e-02,2.707949094474315643e-02,1.305816043168306351e-02,3.010106384754180908e-01,2.116379328072071075e-02,2.943657040596008301e-01,2.150341868400573730e-01,-5.411698296666145325e-02,6.458172947168350220e-02,2.023715339601039886e-02,5.666144490242004395e-01,3.882109224796295166e-01,1.759439124725759029e-03,4.089445769786834717e-01,9.295449592173099518e-03,1.865285485982894897e-01,5.032260436564683914e-03,7.028590887784957886e-02,9.501453489065170288e-03,3.337887348607182503e-03,1.332947431365028024e-04,8.429591059684753418e-01,2.966056950390338898e-02,7.348913550376892090e-01,2.408880926668643951e-02,7.655413937754929066e-04,2.079282253980636597e-01,2.081604599952697754e-01,1.131500005722045898e-01,8.604946732521057129e-02,3.227947512641549110e-03,4.978339001536369324e-02,2.166406251490116119e-02,6.159234642982482910e-01,2.010951982811093330e-03,1.238256040960550308e-02,7.612883113324642181e-03,2.319054603576660156e-01,1.013359576463699341e-01,1.072944179177284241e-01,1.482060994021594524e-03,1.162758190184831619e-02,9.036528319120407104e-02,1.808560104109346867e-03,3.632071986794471741e-02
-1.067161094397306442e-02,1.229433774948120117e+00,2.216457016766071320e-02,5.930335521697998047e-01,1.108513586223125458e-02,3.017406351864337921e-02,2.577717229723930359e-02,1.357502676546573639e-02,3.007668554782867432e-01,2.116379328072071075e-02,2.980876863002777100e-01,2.157878130674362183e-01,-5.477826297283172607e-02,8.307602256536483765e-02,2.023715339601039886e-02,5.666651725769042969e-01,3.877907991409301758e-01,1.759439124725759029e-03,4.089445769786834717e-01,8.635011501610279083e-03,1.884724497795104980e-01,5.196880549192428589e-03,7.010560482740402222e-02,9.675217792391777039e-03,3.491166979074478149e-03,1.607888261787593365e-04,8.396700620651245117e-01,3.116695024073123932e-02,7.342549562454223633e-01,2.420572005212306976e-02,7.655413937754929066e-04,2.079282253980636597e-01,2.086829841136932373e-01,1.130969598889350891e-01,8.558675646781921387e-02,3.227947512641549110e-03,4.723432287573814392e-02,2.166406251490116119e-02,6.141949295997619629e-01,2.010951982811093330e-03,1.238112431019544601e-02,7.298625074326992035e-03,2.319112718105316162e-01,1.013542711734771729e-01,1.072944179177284241e-01,1.455678488127887249e-03,1.165022980421781540e-02,9.035009145736694336e-02,1.956296851858496666e-03,3.628068789839744568e-02
-1.103345490992069244e-02,1.227849721908569336e+00,2.386474236845970154e-02,5.932941436767578125e-01,1.075950451195240021e-02,2.948083728551864624e-02,2.448866330087184906e-02,1.409204397350549698e-02,3.217014372348785400e-01,2.116379328072071075e-02,3.017837703227996826e-01,2.165435105562210083e-01,-5.543509498238563538e-02,8.293430507183074951e-02,2.023715339601039886e-02,5.869070291519165039e-01,3.873734474182128906e-01,1.759439124725759029e-03,4.089445769786834717e-01,7.979406043887138367e-03,1.727589517831802368e-01,5.362575408071279526e-03,6.992744654417037964e-02,9.847369045019149780e-03,3.643236123025417328e-03,1.886669342638924718e-04,8.713587522506713867e-01,3.266325220465660095e-02,7.336225509643554688e-01,2.432280592620372772e-02,7.655413937754929066e-04,2.079282253980636597e-01,1.998654305934906006e-01,1.130442172288894653e-01,8.512719720602035522e-02,3.227947512641549110e-03,4.709712415933609009e-02,2.166406251490116119e-02,6.124727725982666016e-01,2.010951982811093330e-03,1.237757503986358643e-02,6.984818726778030396e-03,2.319180369377136230e-01,9.712611883878707886e-02,9.239430725574493408e-02,1.429517520591616631e-03,1.167278643697500229e-02,9.033538401126861572e-02,2.102797618135809898e-03,4.003648459911346436e-02
-1.139968447387218475e-02,1.226278543472290039e+00,2.555305324494838715e-02,6.232207417488098145e-01,1.043868158012628555e-02,2.879255451261997223e-02,2.321391366422176361e-02,1.460921019315719604e-02,3.426362574100494385e-01,2.116379328072071075e-02,3.054540455341339111e-01,2.173012644052505493e-01,-5.608748644590377808e-02,8.279500156641006470e-02,2.023715339601039886e-02,5.869561433792114258e-01,3.869588673114776611e-01,1.759439124725759029e-03,4.089445769786834717e-01,7.328618783503770828e-03,1.746776401996612549e-01,5.529339425265789032e-03,6.975142657756805420e-02,1.001791283488273621e-02,3.794098272919654846e-03,2.169275830965489149e-04,8.681163191795349121e-01,3.414950147271156311e-02,7.329941391944885254e-01,2.444007061421871185e-02,7.655413937754929066e-04,2.079282253980636597e-01,2.003792226314544678e-01,1.129917725920677185e-01,8.467076718807220459e-02,3.227947512641549110e-03,4.696158319711685181e-02,2.166406251490116119e-02,6.107570528984069824e-01,2.010951982811093330e-03,1.237192191183567047e-02,6.671465933322906494e-03,1.980331987142562866e-01,9.714390337467193604e-02,9.239430725574493408e-02,1.403577392920851707e-03,1.169525086879730225e-02,9.032115340232849121e-02,2.248066011816263199e-03,3.999674320220947266e-02
-1.177028100937604904e-02,1.224720001220703125e+00,2.722954377532005310e-02,6.234831213951110840e-01,1.012265589088201523e-02,2.810919843614101410e-02,2.195287682116031647e-02,1.512652076780796051e-02,3.423933684825897217e-01,2.116379328072071075e-02,3.090985715389251709e-01,2.180610448122024536e-01,-5.673544108867645264e-02,8.265811949968338013e-02,2.023715339601039886e-02,5.870044827461242676e-01,3.865470588207244873e-01,1.759439124725759029e-03,4.089445769786834717e-01,6.682639010250568390e-03,1.765837818384170532e-01,5.697167478501796722e-03,6.957755237817764282e-02,1.018685381859540939e-02,3.943756222724914551e-03,2.455693029332906008e-04,8.648970723152160645e-01,3.562572970986366272e-02,7.323698401451110840e-01,2.455751039087772369e-02,7.655413937754929066e-04,2.079282253980636597e-01,2.008886635303497314e-01,1.129396110773086548e-01,8.421746641397476196e-02,3.227947512641549110e-03,4.441748559474945068e-02,2.166406251490116119e-02,6.090477108955383301e-01,2.010951982811093330e-03,1.236417051404714584e-02,6.358569022268056870e-03,1.980418413877487183e-01,9.716142714023590088e-02,9.239430725574493408e-02,1.377857406623661518e-03,1.171762216836214066e-02,9.030739963054656982e-02,2.392105525359511375e-03,3.995714709162712097e-02
-1.214522402733564377e-02,1.223174214363098145e+00,2.889424562454223633e-02,6.237463951110839844e-01,9.811414405703544617e-03,2.743075601756572723e-02,2.070550806820392609e-02,1.564397290349006653e-02,3.633288741111755371e-01,2.116379328072071075e-02,3.127174675464630127e-01,2.188228517770767212e-01,-5.737897381186485291e-02,8.252363651990890503e-02,2.023715339601039886e-02,6.072440147399902344e-01,4.132045805454254150e-01,1.759439124725759029e-03,4.089445769786834717e-01,6.041453685611486435e-03,1.784774065017700195e-01,5.866054445505142212e-03,6.940580904483795166e-02,1.035419851541519165e-02,4.092213697731494904e-03,2.745905658230185509e-04,8.617009520530700684e-01,3.709196299314498901e-02,7.317494750022888184e-01,2.467512711882591248e-02,7.655413937754929066e-04,1.968100517988204956e-01,2.013937830924987793e-01,1.128877475857734680e-01,8.376728743314743042e-02,3.227947512641549110e-03,4.428524523973464966e-02,2.285716496407985687e-02,6.073447465896606445e-01,2.010951982811093330e-03,1.235432643443346024e-02,6.046129856258630753e-03,1.980514079332351685e-01,9.293248504400253296e-02,9.239430725574493408e-02,1.352356863208115101e-03,1.173990219831466675e-02,9.029413014650344849e-02,2.534920116886496544e-03,3.991769626736640930e-02
-1.252449210733175278e-02,1.221641182899475098e+00,3.054719977080821991e-02,6.240105032920837402e-01,9.504945017397403717e-03,-1.304499804973602295e-02,1.947175897657871246e-02,1.616156473755836487e-02,3.630866408348083496e-01,2.116379328072071075e-02,3.163107335567474365e-01,2.195866554975509644e-01,-5.801809206604957581e-02,8.239155262708663940e-02,2.023715339601039886e-02,6.072908043861389160e-01,4.127982556819915771e-01,1.759439124725759029e-03,4.089445769786834717e-01,5.405050702393054962e-03,1.803585439920425415e-01,6.035994738340377808e-03,6.923618912696838379e-02,1.051995251327753067e-02,4.239474423229694366e-03,3.039899456780403852e-04,8.585278391838073730e-01,3.854823112487792969e-02,7.311331033706665039e-01,2.479292266070842743e-02,7.655413937754929066e-04,1.968100517988204956e-01,2.018945664167404175e-01,1.128361672163009644e-01,8.332020789384841919e-02,3.227947512641549110e-03,4.415464401245117188e-02,2.285716496407985687e-02,6.056481599807739258e-01,2.010951982811093330e-03,1.234239898622035980e-02,5.734150763601064682e-03,1.980619281530380249e-01,9.294947236776351929e-02,9.239430725574493408e-02,1.327075064182281494e-03,1.176208909600973129e-02,9.028133004903793335e-02,2.676513278856873512e-03,3.987839072942733765e-02
