-1.048830032348632812e+00,-1.371230006217956543e+00,-1.081859990954399109e-01,3.904150128364562988e-01,-5.741950273513793945e-01,-1.414739966392517090e+00,-7.852219939231872559e-01,-8.035730123519897461e-01,1.132210016250610352e+00,1.067389965057373047e+00
-1.054180026054382324e+00,-1.675340771675109863e+00,6.371158957481384277e-01,5.648679733276367188e-01,-6.802641749382019043e-01,-1.349347352981567383e+00,-8.870730400085449219e-01,-8.848983049392700195e-01,1.356783509254455566e+00,1.037459969520568848e+00
-9.572510123252868652e-01,-1.640711903572082520e+00,4.307984411716461182e-01,8.705959916114807129e-01,-1.234184384346008301e+00,-1.230347275733947754e+00,-8.299536705017089844e-01,-9.319013357162475586e-01,4.849897027015686035e-01,1.426530003547668457e+00
-8.788269758224487305e-01,-1.794412970542907715e+00,-5.216044932603836060e-02,9.086350202560424805e-01,-1.432373642921447754e+00,-1.093489646911621094e+00,-6.716699600219726562e-01,-9.535350799560546875e-01,-4.325595498085021973e-01,1.097319960594177246e+00
-8.393219709396362305e-01,-1.501684069633483887e+00,-4.193077087402343750e-01,1.373600006103515625e+00,-1.279961109161376953e+00,-1.439084529876708984e+00,-6.145479679107666016e-01,-7.095515131950378418e-01,-3.159731924533843994e-01,1.127239942550659180e+00
-1.074259996414184570e+00,-1.987875342369079590e+00,-9.622203707695007324e-01,1.242699980735778809e+00,-1.537016391754150391e+00,-1.605992078781127930e+00,-2.539365887641906738e-01,-9.639687538146972656e-01,-6.057181954383850098e-01,1.546249985694885254e+00
-1.611940026283264160e+00,-2.266886949539184570e+00,-1.070509433746337891e+00,9.150199890136718750e-01,-1.307829856872558594e+00,-3.612841069698333740e-01,3.379051387310028076e-01,-9.527696967124938965e-01,-6.062715649604797363e-01,1.037459969520568848e+00
-1.956019997596740723e+00,-2.301098585128784180e+00,-1.592841863632202148e+00,4.297749996185302734e-01,-7.288454473018646240e-02,-1.028514623641967773e+00,4.239352047443389893e-01,-6.744613051414489746e-01,-6.068243384361267090e-01,1.067389965057373047e+00
-1.894160032272338867e+00,-1.522590160369873047e+00,-1.422831654548645020e+00,8.346620202064514160e-01,-1.061850905418395996e+00,-9.452757239341735840e-01,2.931895852088928223e-01,-4.215196669101715088e-01,-6.073765158653259277e-01,1.217030048370361328e+00
-1.526679992675781250e+00,-9.791818261146545410e-01,1.355620980262756348e+00,2.379789948463439941e-01,-9.734054803848266602e-01,-2.112837553024291992e+00,-2.133016735315322876e-01,-3.924098014831542969e-01,-6.060980558395385742e-01,1.965250015258789062e+00
-1.417780041694641113e+00,-1.181203603744506836e+00,-1.041853666305541992e+00,5.231890082359313965e-01,-1.197174191474914551e+00,-1.636487483978271484e+00,-4.885635972023010254e-01,-9.213905930519104004e-01,4.679905250668525696e-03,1.187100052833557129e+00
-1.139520049095153809e+00,-9.547454714775085449e-01,2.317403256893157959e-01,-4.960219934582710266e-02,-8.323419094085693359e-01,-8.385092616081237793e-01,-8.071781992912292480e-01,-9.027242064476013184e-01,1.504992723464965820e+00,1.037459969520568848e+00
-9.955970048904418945e-01,-1.075207352638244629e+00,3.038228750228881836e-01,9.604129791259765625e-01,-2.988902106881141663e-02,-6.301954984664916992e-01,-7.500454187393188477e-01,-6.363474726676940918e-01,6.423639655113220215e-01,3.490960001945495605e-01
-8.604069948196411133e-01,-1.124359369277954102e+00,1.955123245716094971e-02,9.248939752578735352e-01,-6.554425954818725586e-01,-1.029413223266601562e+00,-5.628453493118286133e-01,-5.221765041351318359e-01,-1.360740810632705688e-01,1.127239942550659180e+00
-7.051069736480712891e-01,-5.517884492874145508e-01,1.455443739891052246e+00,1.093230009078979492e+00,-1.114605963230133057e-01,-1.510354876518249512e-01,-8.670049309730529785e-01,-7.168932557106018066e-01,7.913524508476257324e-01,3.790239989757537842e-01
-5.317239761352539062e-01,-9.177335500717163086e-01,1.566802144050598145e+00,1.695129990577697754e+00,-1.497083425521850586e+00,-1.470496296882629395e+00,-6.942532062530517578e-01,-9.832367300987243652e-01,-3.586394190788269043e-01,1.606109976768493652e+00
-5.299440026283264160e-01,-5.197616815567016602e-01,1.028163075447082520e+00,1.473009943962097168e+00,-1.421417593955993652e+00,-1.378341555595397949e+00,-7.093741297721862793e-01,-9.809780120849609375e-01,-1.142504625022411346e-02,1.067389965057373047e+00
-7.569640278816223145e-01,-1.116157889366149902e+00,-4.817163646221160889e-01,1.481680035591125488e+00,-1.550489664077758789e+00,-1.196839451789855957e+00,-5.366197228431701660e-01,-9.906559586524963379e-01,-3.670552670955657959e-01,1.336750030517578125e+00
-1.239979982376098633e+00,-1.744710087776184082e+00,-1.469377279281616211e+00,2.058900117874145508e+00,-1.423639893531799316e+00,-8.545258641242980957e-01,2.286600470542907715e-01,-9.854105710983276367e-01,-6.110342741012573242e-01,1.456459999084472656e+00
-1.748289942741394043e+00,-2.565792322158813477e+00,-1.834108471870422363e+00,1.600069999694824219e+00,-5.264860987663269043e-01,-7.445068359375000000e-01,2.858021259307861328e-01,-8.413869738578796387e-01,-6.134096384048461914e-01,1.097319960594177246e+00
